PF3D7_1356900	Pf3D7_13_v3	2262738	2265705																							
PF3D7_1356700	Pf3D7_13_v3	2244508	2247386																							
PF3D7_1356600	Pf3D7_13_v3	2240792	2243672																							
PF3D7_1356500	Pf3D7_13_v3	2239261	2240004																							
PF3D7_1356400	Pf3D7_13_v3	2234959	2238932																							
PF3D7_1356300	Pf3D7_13_v3	2231116	2233675																							
PF3D7_0417100	Pf3D7_04_v3	743611	745637																							
PF3D7_0417000	Pf3D7_04_v3	741816	743452																							
PF3D7_0416900	Pf3D7_04_v3	732052	740562																							
PF3D7_0416800	Pf3D7_04_v3	729587	731615																							
PF3D7_0416700	Pf3D7_04_v3	727456	728891																							
PF3D7_0416600	Pf3D7_04_v3	724910	727410																							
PF3D7_0416400	Pf3D7_04_v3	717422	723139																							
PF3D7_0416300	Pf3D7_04_v3	710117	715849																							
PF3D7_0416200	Pf3D7_04_v3	708854	710099																							
PF3D7_0416100	Pf3D7_04_v3	706094	709615																							
PF3D7_1103100	Pf3D7_11_v3	139700	141251																							
PF3D7_1329900	Pf3D7_13_v3	1269178	1271461																							
PF3D7_1329800	Pf3D7_13_v3	1264495	1269102																							
PF3D7_1329700	Pf3D7_13_v3	1260632	1263601																							
PF3D7_1428400	Pf3D7_14_v3	1108066	1116168																							
PF3D7_0202400	Pf3D7_02_v3	118835	125090																							
PF3D7_1008800	Pf3D7_10_v3	365276	368387																							
PF3D7_1143200	Pf3D7_11_v3	1728890	1731885																							
PF3D7_0304300	Pf3D7_03_v3	211970	217021																							
PF3D7_0519600	Pf3D7_05_v3	811849	815452																							
PF3D7_0824100	Pf3D7_08_v3	1052541	1054493																							
PF3D7_1347600	Pf3D7_13_v3	1902723	1905355																							
PF3D7_0722400	Pf3D7_07_v3	954400	956685																							
PF3D7_0722300	Pf3D7_07_v3	948774	953832																							
PF3D7_0722200	Pf3D7_07_v3	946077	949317																							
PF3D7_1248600	Pf3D7_12_v3	1988129	1991780																							
PF3D7_0702900	Pf3D7_07_v3	112576	114405																							
PF3D7_0703100	Pf3D7_07_v3	121061	122407																							
PF3D7_0703200	Pf3D7_07_v3	122013	127441																							
PF3D7_0703300	Pf3D7_07_v3	128111	129083																							
PF3D7_0703400	Pf3D7_07_v3	129160	132186																							
PF3D7_0703500	Pf3D7_07_v3	133470	143247																							
PF3D7_0703600	Pf3D7_07_v3	143601	146565																							
PF3D7_0703700	Pf3D7_07_v3	146573	148237																							
PF3D7_0703900	Pf3D7_07_v3	153119	167024																							
PF3D7_0704000	Pf3D7_07_v3	167240	177537																							
PF3D7_0704200	Pf3D7_07_v3	190990	195252																							
PF3D7_0704400	Pf3D7_07_v3	204333	208447																							
PF3D7_0704500	Pf3D7_07_v3	207891	213784																							
PF3D7_0704600	Pf3D7_07_v3	214949	230713																							
PF3D7_0704700	Pf3D7_07_v3	232362	237763																							
PF3D7_0704800	Pf3D7_07_v3	237810	242106																							
PF3D7_0704900	Pf3D7_07_v3	243898	245016																							
PF3D7_0705000	Pf3D7_07_v3	245497	250602																							
PF3D7_0705100	Pf3D7_07_v3	251976	255484																							
PF3D7_0705200	Pf3D7_07_v3	255871	260931																							
PF3D7_0705300	Pf3D7_07_v3	261340	264630																							
PF3D7_0705400	Pf3D7_07_v3	264682	267876																							
PF3D7_0705600	Pf3D7_07_v3	280570	284888																							
PF3D7_0705700	Pf3D7_07_v3	285012	286963																							
PF3D7_0705800	Pf3D7_07_v3	287597	289088																							
PF3D7_0705900	Pf3D7_07_v3	289460	291545																							
PF3D7_0706000	Pf3D7_07_v3	292228	297493																							
PF3D7_0706400	Pf3D7_07_v3	306475	308427																							
PF3D7_0706600	Pf3D7_07_v3	319757	322639																							
PF3D7_0707200	Pf3D7_07_v3	329719	336587																							
PF3D7_0707400	Pf3D7_07_v3	343620	346688																							
PF3D7_0707500	Pf3D7_07_v3	347664	353625																							
PF3D7_0707600	Pf3D7_07_v3	353757	355465																							
PF3D7_0707700	Pf3D7_07_v3	356174	360641																							
PF3D7_0707800	Pf3D7_07_v3	360813	365795																							
PF3D7_0707900	Pf3D7_07_v3	366092	368080																							
PF3D7_0708000	Pf3D7_07_v3	368274	372081																							
PF3D7_0708100	Pf3D7_07_v3	372302	373569																							
PF3D7_0708200	Pf3D7_07_v3	374243	377393																							
PF3D7_0708300	Pf3D7_07_v3	377674	379642																							
PF3D7_0708500	Pf3D7_07_v3	385186	388646																							
PF3D7_0708600	Pf3D7_07_v3	389473	390365																							
PF3D7_0708700	Pf3D7_07_v3	390832	392770																							
PF3D7_0708800	Pf3D7_07_v3	393813	399112																							
PF3D7_0708900	Pf3D7_07_v3	398963	400872																							
PF3D7_0709100	Pf3D7_07_v3	407818	412040																							
PF3D7_0709300	Pf3D7_07_v3	413560	422436																							
PF3D7_0709400	Pf3D7_07_v3	422674	427278																							
PF3D7_0709500	Pf3D7_07_v3	427513	429738																							
PF3D7_0709600	Pf3D7_07_v3	429537	433997																							
PF3D7_0709800	Pf3D7_07_v3	437183	438431																							
PF3D7_0709900	Pf3D7_07_v3	438115	445951																							
PF3D7_0710100	Pf3D7_07_v3	459688	461959																							
PF3D7_0710200	Pf3D7_07_v3	462183	472293																							
PF3D7_0710300	Pf3D7_07_v3	472306	474069																							
PF3D7_0710400	Pf3D7_07_v3	474350	475968																							
PF3D7_0710500	Pf3D7_07_v3	475796	477592																							
PF3D7_0710600	Pf3D7_07_v3	478345	479945																							
PF3D7_0710800	Pf3D7_07_v3	482351	484169																							
PF3D7_0711100	Pf3D7_07_v3	491933	494421																							
PF3D7_0711200	Pf3D7_07_v3	494948	498596																							
PF3D7_0711400	Pf3D7_07_v3	500019	503352																							
PF3D7_0711500	Pf3D7_07_v3	504540	507864																							
PF3D7_0808400	Pf3D7_08_v3	422708	424763																							
PF3D7_0808300	Pf3D7_08_v3	419883	422701																							
PF3D7_0808100	Pf3D7_08_v3	409306	415756																							
